ID venda,Data,Canal,Tipo_pagamento,Estado,Cidade,Produto,Quantidade,Valor_Unitario,Custo_Unitario,Categoria_Produto,ID_Parceiro,ID_Cliente,Genero_Cliente,Data_Nascimento_Cliente,Feedback_Cliente,Status_Entrega,Cupom_Utilizado,Flag_Primeira_Compra
VND01054,2025-12-12 08:32:20,Ecomm mono,mooz pix,RO,Porto Velho,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0025,Feminino,2003-06-27,O produto veio quebrado.,Entregue com Atraso,,Não
VND01054,2025-12-12 08:32:20,Ecomm mono,mooz pix,RO,Porto Velho,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,,CLI0025,Feminino,2003-06-27,O produto veio quebrado.,Entregue com Atraso,,Não
VND01055,2024-07-17 13:45:28,Ecomm mono,mooz pix,CE,Sobral,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0318,Masculino,2004-05-01,,Entregue no Prazo,MAES15,Sim
VND01056,2026-01-30 22:10:01,lojas,outros meios de pagamento,PR,Guarapuava,Shampoo Match Escudo De Hidratação 300ml,4,47.9,14.0,Cabelos,FRQ022,,,,,,,
VND01057,2026-04-26 13:21:45,lojas,mooz cartões,PR,Guarapuava,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,FRQ020,,,,,,,
VND01058,2024-08-22 19:14:56,Ecomm mono,mooz cartões,RS,Porto Alegre,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,,CLI0359,Masculino,1971-02-22,,Entregue no Prazo,,Não
VND01058,2024-08-22 19:14:56,Ecomm mono,mooz cartões,RS,Porto Alegre,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0359,Masculino,1971-02-22,,Entregue no Prazo,,Não
VND01059,2024-10-12 20:58:42,Ecomm mono,mooz pix,SP,Osasco,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,,CLI0219,Masculino,1979-05-08,,Entregue no Prazo,BOTAO20,Sim
VND01060,2024-11-24 19:38:07,lojas,outros meios de pagamento,SC,Chapecó,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,FRQ017,,,,,,,
VND01060,2024-11-24 19:38:07,lojas,outros meios de pagamento,SC,Chapecó,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,FRQ017,,,,,,,
VND01061,2025-06-24 19:09:56,VD,mooz pix,PE,Caruaru,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,REV0062,,,,,,,
VND01061,2025-06-24 19:09:56,VD,mooz pix,PE,Caruaru,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,REV0062,,,,,,,
VND01062,2024-08-26 13:05:55,Ecomm multi,mooz pix,MG,Juiz de Fora,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0138,Masculino,1985-09-27,,Entregue no Prazo,,Não
VND01062,2024-08-26 13:05:55,Ecomm multi,mooz pix,MG,Juiz de Fora,Lily Creme Acetinado Hidratante Corporal 250g,1,149.9,45.0,Perfumaria Feminina,,CLI0138,Masculino,1985-09-27,,Entregue no Prazo,,Não
VND01063,2025-11-06 12:01:25,lojas,outros meios de pagamento,SP,Ribeirão Preto,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,FRQ006,,,,,,,
VND01063,2025-11-06 12:01:25,lojas,outros meios de pagamento,SP,Ribeirão Preto,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,FRQ006,,,,,,,
VND01064,2024-05-04 13:07:00,lojas,mooz cartões,MG,Juiz de Fora,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,FRQ029,,,,,,,
VND01065,2025-01-23 13:58:01,Ecomm multi,mooz pix,PR,Londrina,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0006,Feminino,1995-04-23,Melhor creme da vida.,Entregue no Prazo,MAES15,Não
VND01066,2026-01-11 08:35:18,Ecomm mono,mooz cartões,ES,Serra,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,,CLI0044,Feminino,1969-06-25,,Entregue no Prazo,MAES15,Sim
VND01067,2024-11-12 12:37:20,VD,mooz cartões,SP,Sao Paolo,Floratta Red Desodorante Colônia 75ml,1,229.9,92.0,Perfumaria Feminina,REV0059,,,,,,,
VND01068,2026-04-15 13:21:47,Ecomm multi,mooz pix,MS,Campo Grande,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0170,Feminino,1991-04-09,,Entregue no Prazo,MAES15,Sim
VND01068,2026-04-15 13:21:47,Ecomm multi,mooz pix,MS,Campo Grande,Cuide-se Bem Loção Corporal Deleite 200ml,2000,78.9,24.0,Cuidados e Corpo,,CLI0170,Feminino,1991-04-09,,Entregue no Prazo,MAES15,Sim
VND01069,2025-12-26 13:53:57,lojas,mooz pix,MG,Belo Horizonte,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,FRQ018,,,,,,,
VND01070,2025-04-25 15:39:00,Ecomm mono,mooz cartões,BA,Porto Seguro,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,,CLI0215,Feminino,1979-11-19,Melhor creme da vida.,Entregue no Prazo,,Não
VND01071,2025-03-15 15:29:54,VD,outros meios de pagamento,SP,São José dos Campos,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,REV0049,,,,,,,
VND01072,2024-03-30 13:56:44,Ecomm mono,mooz pix,SP,Franca,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,,CLI0324,Feminino,2000-02-21,,Entregue no Prazo,,Não
VND01073,2025-08-08 19:08:04,Ecomm multi,mooz pix,SP,Sorocaba,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,,CLI0262,Masculino,2002-02-28,,Entregue no Prazo,MAES15,Não
VND01074,2024-05-21 20:24:38,lojas,mooz cartões,MG,Uberlândia,Malbec Gold Desodorante Colônia 100ml,2,195.9,78.0,Perfumaria Masculina,FRQ018,,,,,,,
VND01074,2024-05-21 20:24:38,lojas,mooz cartões,MG,Uberlândia,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,FRQ018,,,,,,,
VND01075,2025-03-22 12:10:09,Ecomm multi,mooz pix,PE,Recife,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,,CLI0231,Masculino,1971-01-09,,Entregue no Prazo,,Não
VND01076,2024-05-15 12:35:22,Ecomm mono,mooz pix,RJ,Angra dos Reis,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,,CLI0024,Masculino,2000-12-18,Suporte não responde.,Entregue com Atraso,MAES15,Não
VND01077,2024-02-20 12:25:14,Ecomm mono,mooz pix,SP,Osasco,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0028,Feminino,1996-12-11,Chegou super rápido.,Entregue no Prazo,,Não
VND01078,2025-05-30 13:35:39,Ecomm mono,mooz pix,SP,Sâo Paulo,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,,CLI0267,Não-binário,1992-01-22,Melhor creme da vida.,Entregue com Atraso,MAES15,Sim
VND01079,2024-04-03 22:23:00,lojas,mooz pix,MG,Uberlândia,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,FRQ027,,,,,,,
VND01079,2024-04-03 22:23:00,lojas,mooz pix,MG,Uberlândia,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,FRQ027,,,,,,,
VND01080,2024-05-19 19:02:29,VD,mooz pix,RJ,Cabo Frio,Floratta Red Desodorante Colônia 75ml,2000,229.9,92.0,Perfumaria Feminina,REV0041,,,,,,,
VND01080,2024-05-19 19:02:29,VD,mooz pix,RJ,Cabo Frio,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,REV0041,,,,,,,
VND01081,2025-12-16 12:51:41,lojas,outros meios de pagamento,SP,Santo André,Malbec Gold Desodorante Colônia 100ml,2,195.9,78.0,Perfumaria Masculina,FRQ015,,,,,,,
VND01082,2025-09-01 12:30:49,VD,mooz pix,SP,Franca,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,REV0094,,,,,,,
VND01083,2024-02-16 13:49:35,Ecomm multi,mooz cartões,MG,Juiz de Fora,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,,CLI0036,Feminino,1984-07-20,,Entregue no Prazo,BOTAO20,Não
VND01084,2024-06-04 19:03:25,Ecomm mono,mooz pix,BA,Salvador,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0382,Não-binário,1966-12-24,,Entregue no Prazo,,Não
VND01085,2025-07-14 13:11:20,lojas,mooz pix,PR,Cascavel,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,FRQ013,,,,,,,
VND01086,2025-02-10 13:36:11,VD,outros meios de pagamento,SP,São Paulo,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,REV0043,,,,,,,
VND01087,2025-12-04 12:21:51,Ecomm mono,mooz pix,ES,Serra,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0200,Feminino,2006-09-21,Suporte não responde.,Entregue com Atraso,BOTAO20,Sim
VND01087,2025-12-04 12:21:51,Ecomm mono,mooz pix,ES,Serra,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,,CLI0200,Feminino,2006-09-21,Suporte não responde.,Entregue com Atraso,BOTAO20,Sim
VND01088,2025-11-13 19:28:57,Ecomm mono,mooz pix,SC,Florianópolis,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0006,Feminino,1995-04-23,,Entregue com Atraso,,Não
VND01089,2026-06-18 12:51:41,Ecomm mono,mooz pix,SP,Jundiaí,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,,CLI0317,Não-binário,1996-06-19,Chegou super rápido.,Entregue no Prazo,MAES15,Sim
VND01090,2025-12-26 20:43:23,VD,mooz cartões,SP,Jundiaí,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,REV0097,,,,,,,
VND01091,2025-11-24 22:19:49,VD,mooz cartões,SP,Piracicaba,Lily Creme Acetinado Hidratante Corporal 250g,2000,149.9,45.0,Perfumaria Feminina,REV0075,,,,,,,
VND01092,2025-03-14 19:39:44,Ecomm mono,mooz cartões,MG,Uberlândia,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0278,Feminino,1989-09-05,,Entregue no Prazo,,Sim
VND01093,2024-12-14 12:23:24,VD,mooz cartões,ES,Vitória,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,REV0053,,,,,,,
VND01094,2024-09-26 12:44:57,lojas,mooz pix,PR,Cascavel,Shampoo Match Escudo De Hidratação 300ml,2,47.9,14.0,Cabelos,FRQ023,,,,,,,
VND01094,2024-09-26 12:44:57,lojas,mooz pix,PR,Cascavel,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,FRQ023,,,,,,,
VND01095,2024-01-22 19:31:29,Ecomm multi,mooz cartões,RS,Gramado,Malbec Gold Desodorante Colônia 100ml,2,195.9,78.0,Perfumaria Masculina,,CLI0168,Feminino,1982-05-25,Amei o cheiro!,Entregue no Prazo,,Não
VND01096,2024-11-16 19:57:25,lojas,mooz pix,GO,Goiânia,Shampoo Match Escudo De Hidratação 300ml,1,47.9,14.0,Cabelos,FRQ015,,,,,,,
VND01096,2024-11-16 19:57:25,lojas,mooz pix,GO,Goiânia,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,FRQ015,,,,,,,
VND01097,2024-08-14 20:54:06,VD,mooz cartões,RJ,Nova Friburgo,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,REV0005,,,,,,,
VND01097,2024-08-14 20:54:06,VD,mooz cartões,RJ,Nova Friburgo,Lily Creme Acetinado Hidratante Corporal 250g,2,,45.0,Perfumaria Feminina,REV0005,,,,,,,
VND01098,2025-06-06 12:00:09,VD,mooz cartões,RS,Pelotas,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,REV0051,,,,,,,
VND01099,2025-11-25 13:59:58,Ecomm multi,mooz pix,MT,Rondonópolis,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0285,Não-binário,1989-06-28,,Entregue com Atraso,,Sim
VND01100,2025-02-08 12:53:15,Ecomm multi,mooz cartões,SC,Florianópolis,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0356,Feminino,1997-04-27,,Entregue no Prazo,,Não
VND01101,2026-06-30 20:38:08,VD,mooz pix,RJ,Niterói,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,REV0012,,,,,,,
VND01102,2025-07-17 19:12:27,lojas,mooz cartões,RJ,Teresópolis,Make B. Base Líquida Mate Salicylic 30g,2,109.9,38.0,Maquiagem e Skincare,FRQ026,,,,,,,
VND01102,2025-07-17 19:12:27,lojas,mooz cartões,RJ,Teresópolis,Lily Creme Acetinado Hidratante Corporal 250g,1,149.9,45.0,Perfumaria Feminina,FRQ026,,,,,,,
VND01103,2025-12-03 12:06:27,VD,mooz cartões,ES,Serra,Botik Sérum Alta Potência Ácido Hialurônico 30ml,3,169.9,59.0,Maquiagem e Skincare,REV0056,,,,,,,
VND01104,2026-06-20 13:47:29,Ecomm multi,mooz cartões,SP,Piracicaba,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0354,Feminino,1963-06-08,Amei o cheiro!,Entregue no Prazo,,Não
VND01104,2026-06-20 13:47:29,Ecomm multi,mooz cartões,SP,Piracicaba,Malbec Gold Desodorante Colônia 100ml,2,195.9,78.0,Perfumaria Masculina,,CLI0354,Feminino,1963-06-08,Amei o cheiro!,Entregue no Prazo,,Não
VND01105,2024-06-07 20:37:30,lojas,outros meios de pagamento,AP,Macapá,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,FRQ011,,,,,,,
VND01106,2024-05-21 13:48:30,lojas,mooz cartões,RJ,Rio de Janero,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,FRQ020,,,,,,,
VND01107,2024-06-08 08:05:17,Ecomm mono,mooz pix,RJ,Duque de Caxias,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,,CLI0336,Masculino,1997-07-27,,Entregue no Prazo,,Não
VND01107,2024-06-08 08:05:17,Ecomm mono,mooz pix,RJ,Duque de Caxias,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0336,Masculino,1997-07-27,,Entregue no Prazo,,Não
VND01108,2025-12-28 19:00:43,lojas,outros meios de pagamento,SP,Jundiaí,Shampoo Match Escudo De Hidratação 300ml,2,47.9,14.0,Cabelos,FRQ024,,,,,,,
VND01109,2025-12-13 15:54:08,lojas,outros meios de pagamento,PR,Paranaguá,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,FRQ016,,,,,,,
VND01110,2024-04-15 12:45:12,VD,mooz cartões,MG,Divinópolis,Floratta Red Desodorante Colônia 75ml,1,229.9,92.0,Perfumaria Feminina,REV0012,,,,,,,
VND01111,2025-02-09 19:43:52,VD,mooz pix,RJ,Nova Friburgo,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,REV0077,,,,,,,
VND01112,2024-12-30 12:37:06,lojas,mooz cartões,RJ,Niterói,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,FRQ022,,,,,,,
VND01113,2026-01-30 20:19:24,VD,mooz cartões,SP,Mogi das Cruzes,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,REV0096,,,,,,,
VND01113,2026-01-30 20:19:24,VD,mooz cartões,SP,Mogi das Cruzes,Lily Lumière Eau de Parfum 75ml,3,329.9,145.0,Perfumaria Feminina,REV0096,,,,,,,
VND01114,2024-05-01 19:00:32,VD,mooz pix,CE,Juazeiro No Norte,Lily Lumière Eau de Parfum 75ml,4,329.9,145.0,Perfumaria Feminina,REV0072,,,,,,,
VND01115,2025-12-18 13:09:05,Ecomm multi,mooz pix,BA,Vitória da Conquista,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,,CLI0031,Feminino,1995-09-09,,Entregue no Prazo,,Não
VND01116,2026-01-04 19:26:22,VD,mooz pix,MT,Rondonópolis,Malbec Gold Desodorante Colônia 100ml,2,195.9,78.0,Perfumaria Masculina,REV0078,,,,,,,
VND01117,2024-06-21 13:27:56,VD,mooz cartões,SP,Osasco,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,REV0019,,,,,,,
VND01118,2025-11-01 13:20:17,lojas,mooz cartões,ES,Serra,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,FRQ017,,,,,,,
VND01118,2025-11-01 13:20:17,lojas,mooz cartões,ES,Serra,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,FRQ017,,,,,,,
VND01119,2025-02-21 20:15:46,Ecomm mono,mooz cartões,ES,Serra,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0308,Não-binário,1999-11-08,,Entregue no Prazo,QUERO10,Não
VND01119,2025-02-21 20:15:46,Ecomm mono,mooz cartões,ES,Serra,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0308,Não-binário,1999-11-08,,Entregue no Prazo,QUERO10,Não
VND01120,2025-11-13 19:34:15,lojas,mooz cartões,PE,Caruaru,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,FRQ007,,,,,,,
VND01121,2025-12-24 13:54:42,Ecomm multi,mooz pix,DF,Brasília,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,,CLI0369,Feminino,1990-07-14,,Entregue no Prazo,,Sim
VND01121,2025-12-24 13:54:42,Ecomm multi,mooz pix,DF,Brasília,Botik Sérum Alta Potência Ácido Hialurônico 30ml,3,169.9,59.0,Maquiagem e Skincare,,CLI0369,Feminino,1990-07-14,,Entregue no Prazo,,Sim
VND01122,2025-10-12 12:12:23,lojas,mooz pix,RS,Gramado,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,FRQ019,,,,,,,
VND01123,2025-05-29 13:51:04,Ecomm multi,mooz cartões,MG,Contagem,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,,CLI0065,Não-binário,1982-07-14,O produto veio quebrado.,Entregue no Prazo,,Não
VND01124,2024-05-26 20:23:36,Ecomm multi,mooz pix,MG,Contagem,Botik Sérum Alta Potência Ácido Hialurônico 30ml,1,169.9,59.0,Maquiagem e Skincare,,CLI0229,Não-binário,1966-01-19,A entrega atrasou muito.,Entregue no Prazo,MAES15,Não
VND01124,2024-05-26 20:23:36,Ecomm multi,mooz pix,MG,Contagem,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0229,Não-binário,1966-01-19,A entrega atrasou muito.,Entregue no Prazo,MAES15,Não
VND01125,2024-07-19 22:57:10,Ecomm multi,mooz cartões,SP,Osasco,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,,CLI0398,Feminino,1984-07-15,,Entregue no Prazo,QUERO10,Não
VND01126,2025-04-13 12:58:43,VD,mooz cartões,RJ,Macaé,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,REV0083,,,,,,,
VND01126,2025-04-13 12:58:43,VD,mooz cartões,RJ,Macaé,Malbec Gold Desodorante Colônia 100ml,2,195.9,78.0,Perfumaria Masculina,REV0083,,,,,,,
VND01127,2024-05-03 12:46:35,Ecomm multi,mooz cartões,PR,Cascavel,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0163,Não-binário,2004-03-23,,Entregue com Atraso,QUERO10,Não
VND01128,2024-02-19 12:12:41,lojas,outros meios de pagamento,RJ,Teresópolis,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,FRQ001,,,,,,,
VND01128,2024-02-19 12:12:41,lojas,outros meios de pagamento,RJ,Teresópolis,Shampoo Match Escudo De Hidratação 300ml,2,47.9,14.0,Cabelos,FRQ001,,,,,,,
VND01129,2025-08-14 20:43:20,Ecomm multi,mooz cartões,ES,Vitória,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,,CLI0240,Feminino,1973-11-07,Amei o cheiro!,Entregue no Prazo,,Não
VND01129,2025-08-14 20:43:20,Ecomm multi,mooz cartões,ES,Vitória,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,,CLI0240,Feminino,1973-11-07,Amei o cheiro!,Entregue no Prazo,,Não
VND01130,2024-02-16 20:58:09,Ecomm multi,mooz cartões,PR,Maringá,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,,CLI0034,Feminino,1963-02-05,Chegou super rápido.,Entregue no Prazo,,Não
VND01131,2025-12-09 13:49:58,lojas,mooz pix,PA,Santarém,Lily Lumière Eau de Parfum 75ml,4,329.9,145.0,Perfumaria Feminina,FRQ026,,,,,,,
VND01131,2025-12-09 13:49:58,lojas,mooz pix,PA,Santarém,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,FRQ026,,,,,,,
VND01132,2024-12-25 12:33:49,Ecomm multi,mooz cartões,PR,Curitiba,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0308,Não-binário,1999-11-08,,Entregue no Prazo,,Não
VND01133,2024-12-26 12:55:42,lojas,mooz cartões,PR,Maringá,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,FRQ006,,,,,,,
VND01134,2025-09-22 19:33:38,lojas,mooz cartões,SP,Osasco,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,FRQ012,,,,,,,
VND01135,2024-08-18 12:27:27,VD,outros meios de pagamento,RJ,Campos dos Goytacazes,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,REV0005,,,,,,,
VND01136,2025-04-15 12:11:24,Ecomm multi,mooz cartões,SP,Bauru,Malbec Desodorante Colônia 100ml,500,209.9,84.0,Perfumaria Masculina,,CLI0259,Não-binário,1977-03-19,,Entregue no Prazo,QUERO10,Sim
VND01137,2025-07-20 13:35:43,lojas,outros meios de pagamento,MG,Uberlândia,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,FRQ028,,,,,,,
VND01138,2026-05-30 13:25:30,lojas,mooz pix,PE,Petrolina,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,FRQ025,,,,,,,
VND01139,2024-06-05 19:10:58,VD,outros meios de pagamento,SP,Campinas,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,REV0097,,,,,,,
VND01139,2024-06-05 19:10:58,VD,outros meios de pagamento,SP,Campinas,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,REV0097,,,,,,,
VND01140,2024-12-28 19:24:11,Ecomm mono,mooz cartões,MA,Imperatriz,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,,CLI0336,Masculino,1997-07-27,O produto veio quebrado.,Entregue com Atraso,,Não
VND01141,2025-10-25 12:03:17,Ecomm multi,mooz pix,SP,Osasco,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0054,Masculino,1988-09-15,Amei o cheiro!,Entregue no Prazo,,Sim
VND01142,2024-06-01 19:42:04,lojas,mooz pix,PR,Maringá,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,FRQ013,,,,,,,
VND01142,2024-06-01 19:42:04,lojas,mooz pix,PR,Maringá,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,FRQ013,,,,,,,
VND01143,2025-01-30 20:46:17,Ecomm multi,mooz cartões,SP,Sorocaba,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0164,Feminino,1964-07-14,,Entregue no Prazo,,Sim
VND01143,2025-01-30 20:46:17,Ecomm multi,mooz cartões,SP,Sorocaba,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,,CLI0164,Feminino,1964-07-14,,Entregue no Prazo,,Sim
VND01144,2025-11-20 19:27:17,VD,outros meios de pagamento,SP,São Carlos,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,REV0086,,,,,,,
VND01145,2025-11-13 22:39:55,Ecomm multi,mooz cartões,RS,Caxias do Sul,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,,CLI0374,Masculino,1989-09-20,Amei o cheiro!,Entregue no Prazo,,Não
VND01145,2025-11-13 22:39:55,Ecomm multi,mooz cartões,RS,Caxias do Sul,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0374,Masculino,1989-09-20,Amei o cheiro!,Entregue no Prazo,,Não
VND01146,2025-04-30 19:10:27,Ecomm multi,mooz pix,SP,Ribeirão Preto,Floratta Red Desodorante Colônia 75ml,1,229.9,92.0,Perfumaria Feminina,,CLI0041,Feminino,2006-12-09,,Entregue no Prazo,MAES15,Sim
VND01146,2025-04-30 19:10:27,Ecomm multi,mooz pix,SP,Ribeirão Preto,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0041,Feminino,2006-12-09,,Entregue no Prazo,MAES15,Sim
VND01147,2025-12-02 19:58:44,Ecomm mono,mooz cartões,RJ,Niterói,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,,CLI0309,Não-binário,1997-03-08,O produto veio quebrado.,Entregue no Prazo,BOTAO20,Sim
VND01147,2025-12-02 19:58:44,Ecomm mono,mooz cartões,RJ,Niterói,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0309,Não-binário,1997-03-08,O produto veio quebrado.,Entregue no Prazo,BOTAO20,Sim
VND01148,2025-08-23 12:53:01,Ecomm mono,mooz pix,PA,Ananindeua,Cuide-se Bem Loção Corporal Deleite 200ml,1,,24.0,Cuidados e Corpo,,CLI0140,Não-binário,1997-10-21,,Entregue no Prazo,,Não
VND01149,2024-11-12 13:48:27,Ecomm multi,mooz pix,RJ,Duque de Caxias,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0294,Não-binário,1976-06-20,,Entregue no Prazo,,Não
